"biom_desc","circn","coordinates","gene","hallm","mm9_circ","prob_coding","refseqid","spliced_length","strand","HA_tr_2","X03_697_tr_2","X1R_tr_2","X3R_tr_2"
"B_cell_CLL/lymphoma_11B_","hsa_circ_0033144","chr14:99723807-99724176","BCL11B","_ESTROGEN_RESPONSE_EARLY","none","0.910160051447525","NM_001282237","nA","+",0,0,0.16244625871646,0.415946616856597
"SET_domain_containing_3_","hsa_circ_0000567","chr14:99924615-99932150","SETD3","_G2M_CHECKPOINT","none","0.98079876216297","NM_032233","nA","-",0.990875107357507,0.368158884752069,11.3712381101522,2.53034191921097
"myocyte_enhancer_factor_2A_","unknown","chr15:100138634-100173378","MEF2A","_MYOGENESIS","none","nA","NM_001130928","nA","-",0.0762211621044236,0,0,0
"myocyte_enhancer_factor_2A_","hsa_circ_0003062","chr15:100211527-100215663","MEF2A","_MYOGENESIS","none","0.168905269423975","NM_001130928","nA","+",0,0,0.731008164224071,0.173311090356915
"myocyte_enhancer_factor_2A_","unknown","chr15:100211527-100247060","MEF2A","_MYOGENESIS","none","nA","NM_001130928","nA","-",0,0,0.16244625871646,0
"ankyrin_repeat_and_SOCS_box_containing_7_","hsa_circ_0007550","chr15:101149911-101152632","ASB7","_KRAS_SIGNALING_DN","none","0.300557089032448","NM_024708","nA","-",0,0,0.16244625871646,0
"leucine_rich_repeat_kinase_1_","hsa_circ_0037076","chr15:101549041-101569437","LRRK1","_KRAS_SIGNALING_DN","none","0.99999998121402","NM_024652","nA","-",0,0,0.16244625871646,0
"leucine_rich_repeat_kinase_1_","hsa_circ_0037078","chr15:101550654-101551042","LRRK1","_KRAS_SIGNALING_DN","none","0.000700560805081919","NM_024652","nA","-",0,0,0.24366938807469,0
"chondroitin_sulfate_synthase_1_","hsa_circ_0005019","chr15:101775286-101775782","CHSY1","_KRAS_SIGNALING_DN","none","0.929080960081841","NM_014918","nA","-",0.152442324208847,0,1.86813197523929,0.277297744571065
"proprotein_convertase_subtilisin/kexin_type_6_","hsa_circ_0037096","chr15:101906400-101910728","PCSK6","_KRAS_SIGNALING_DN","none","0.211720326910425","NM_002570","nA","+",0,0,0.24366938807469,0.277297744571065
"proprotein_convertase_subtilisin/kexin_type_6_","unknown","chr15:101906400-101970268","PCSK6","_KRAS_SIGNALING_DN","none","nA","NM_002570","nA","+",0,0,0.16244625871646,0
"proprotein_convertase_subtilisin/kexin_type_6_","hsa_circ_0037100","chr15:101929668-101970268","PCSK6","_KRAS_SIGNALING_DN","none","0.991126370876552","NM_002570","nA","+",0,0,0.32489251743292,0.346622180713831
"tubulin_gamma_complex_associated_protein_5_","hsa_circ_0004180","chr15:22862934-22864369","TUBGCP5","_MITOTIC_SPINDLE","none","0.272901671600349","NM_001102610","nA","-",0,0,0,0.0693244361427662
"cytoplasmic_FMR1_interacting_protein_1_","hsa_circ_0034088","chr15:22999338-23000243","CYFIP1","_IL2_STAT5_SIGNALING","none","0.745528664791913","NM_001033028","nA","-",0,0,0,0.0693244361427662
"ubiquitin_protein_ligase_E3A_","unknown","chr15:25620611-25620910","UBE3A","_MITOTIC_SPINDLE","none","nA","NM_130838","nA","+",0,0,0.32489251743292,0
"ubiquitin_protein_ligase_E3A_","unknown","chr15:25638892-25657118","UBE3A","_MITOTIC_SPINDLE","none","nA","NM_130838","nA","+",0,0,0.16244625871646,0.138648872285532
"ubiquitin_protein_ligase_E3A_","hsa_circ_0000586","chr15:25650607-25657118","UBE3A","_FATTY_ACID_METABOLISM","none","0.103658030054756","NM_130838","nA","+",0.800322202096448,0.315564758358916,9.42188300555469,3.57020846135246
"ubiquitin_protein_ligase_E3A_","hsa_circ_0005147","chr15:25650607-25660989","UBE3A","_MITOTIC_SPINDLE","none","0.0027340813125629","NM_130838","nA","+",0.114331743156635,0,1.6244625871646,0.311959962642448
"ubiquitin_protein_ligase_E3A_","unknown","chr15:25653766-25657118","UBE3A","_IL2_STAT5_SIGNALING","none","nA","NM_000462","nA","+",0,0,0,0.103986654214149
"ubiquitin_protein_ligase_E3A_","hsa_circ_0006406","chr15:25654234-25657118","UBE3A","_IL2_STAT5_SIGNALING","none","0.000765819600062815","NM_000462","nA","+",0,0,0,0.103986654214149
"ubiquitin_protein_ligase_E3A_","unknown","chr15:25654234-25660989","UBE3A","_IL2_STAT5_SIGNALING","none","nA","NM_000462","nA","+",0,0,0,0.0693244361427662
"ATPase_phospholipid_transporting_10A_(putative)_","unknown","chr15:25936861-25940293","ATP10A","_IL2_STAT5_SIGNALING","none","nA","NM_024490","nA","+",0,0,0,0.0693244361427662
"HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_2_","hsa_circ_0005387","chr15:28505922-28508315","HERC2","_MITOTIC_SPINDLE","none","0.102144770660326","NM_004667","nA","-",0,0,0.40611564679115,0
"FANCD2_and_FANCI_associated_nuclease_1_","hsa_circ_0006700","chr15:31200320-31206294","FAN1","_MITOTIC_SPINDLE","none","0.937922441162154","NM_001146095","nA","+",0,0,0.24366938807469,0.103986654214149
"myotubularin_related_protein_10_","unknown","chr15:31266516-31269158","MTMR10","_KRAS_SIGNALING_UP","none","nA","NM_017762","nA","+",0,0,0,0.0693244361427662
"aquarius_intron-binding_spliceosomal_factor_","unknown","chr15:35207238-35219339","AQR","_KRAS_SIGNALING_UP","none","nA","NM_014691","nA","+",0,0,0.24366938807469,0.0693244361427662
"aquarius_intron-binding_spliceosomal_factor_","unknown","chr15:35224518-35231014","AQR","_KRAS_SIGNALING_UP","none","nA","NM_014691","nA","+",0,0,0.32489251743292,0.103986654214149
"RAS_guanyl_releasing_protein_1_","hsa_circ_0034413","chr15:38793343-38798121","RASGRP1","_ESTROGEN_RESPONSE_EARLY","none","0.579962427928952","NM_001128602","nA","+",0,0,0.16244625871646,0
"RAS_guanyl_releasing_protein_1_","hsa_circ_0034414","chr15:38794512-38798121","RASGRP1","_ESTROGEN_RESPONSE_EARLY","none","0.172321492866305","NM_001128602","nA","-",0,0,0.56856190550761,0.207973308428299
"RAS_guanyl_releasing_protein_1_","hsa_circ_0034415","chr15:38794512-38800202","RASGRP1","_ESTROGEN_RESPONSE_EARLY","none","0.986707788785127","NM_001128602","nA","+",0,0,0,0.0693244361427662
"BUB1_mitotic_checkpoint_serine/threonine_kinase_B_","unknown","chr15:40462262-40462882","BUB1B","_E2F_TARGETS","none","nA","NM_001211","nA","-",0,0,0,0.138648872285532
"BUB1_mitotic_checkpoint_serine/threonine_kinase_B_","hsa_circ_0008471","chr15:40475914-40477843","BUB1B","_E2F_TARGETS","none","0.364395656853169","NM_001211","nA","-",0,0,0.32489251743292,0
"kinetochore_localized_astrin_(SPAG5)_binding_protein_","unknown","chr15:40681706-40684224","KNSTRN","_E2F_TARGETS","none","nA","NM_001142761","nA","+",0,0,0.24366938807469,0
"kinetochore_scaffold_1_","unknown","chr15:40901044-40911209","KNL1","_E2F_TARGETS","none","nA","NM_144508","nA","-",0,0,0.32489251743292,0.207973308428299
"kinetochore_scaffold_1_","unknown","chr15:40920267-40921569","KNL1","_E2F_TARGETS","none","nA","NM_144508","nA","-",0,0,0,0.138648872285532
"regulator_of_microtubule_dynamics_3_","hsa_circ_0004942","chr15:41036244-41037457","RMDN3","_E2F_TARGETS","none","0.927631760947409","NM_018145","nA","+",0,0,1.21834694037345,0.277297744571065
"INO80_complex_subunit_","unknown","chr15:41308285-41319934","INO80","_E2F_TARGETS","none","nA","NM_017553","nA","+",0,0,0.16244625871646,0
"INO80_complex_subunit_","unknown","chr15:41337101-41342300","INO80","_E2F_TARGETS","none","nA","NM_017553","nA","+",0,0,0,0.0693244361427662
"INO80_complex_subunit_","hsa_circ_0005632","chr15:41347444-41348904","INO80","_E2F_TARGETS","none","0.0786757847900885","NM_017553","nA","+",0,0,0.40611564679115,0.0693244361427662
"INO80_complex_subunit_","hsa_circ_0007489","chr15:41361767-41362745","INO80","_E2F_TARGETS","none","0.0208128145127467","NM_017553","nA","-",0,0,0.16244625871646,0.173311090356915
"INO80_complex_subunit_","hsa_circ_0007993","chr15:41373217-41379880","INO80","_E2F_TARGETS","none","0.0668317758334587","NM_017553","nA","+",0,0,0.24366938807469,0
"INO80_complex_subunit_","hsa_circ_0004279","chr15:41377566-41379880","INO80","_E2F_TARGETS","none","0.0670166695364574","NM_017553","nA","+",0.0762211621044236,0,0.48733877614938,0.103986654214149
"nucleolar_and_spindle_associated_protein_1_","hsa_circ_0034693","chr15:41648236-41650456","NUSAP1","_G2M_CHECKPOINT","none","0.0195562317739866","NM_001243142","nA","-",0,0,0.893454422940531,0.519933271070746
"nucleolar_and_spindle_associated_protein_1_","hsa_circ_0034694","chr15:41648236-41657787","NUSAP1","_G2M_CHECKPOINT","none","0.220953516677713","NM_001243142","nA","-",0,0,0,0.103986654214149
"nucleolar_and_spindle_associated_protein_1_","unknown","chr15:41648236-41663882","NUSAP1","_G2M_CHECKPOINT","none","nA","NM_001243142","nA","-",0,0,0.16244625871646,0
"nucleolar_and_spindle_associated_protein_1_","hsa_circ_0008926","chr15:41648236-41668026","NUSAP1","_G2M_CHECKPOINT","none","0.943105444946601","NM_001243142","nA","-",0.0762211621044236,0,0.16244625871646,0.0693244361427662
"nucleolar_and_spindle_associated_protein_1_","hsa_circ_0008346","chr15:41648236-41669502","NUSAP1","_G2M_CHECKPOINT","none","0.961595349593541","NM_001243142","nA","-",0.152442324208847,0,0.812231293582301,0.346622180713831
"nucleolar_and_spindle_associated_protein_1_","hsa_circ_0002124","chr15:41667909-41669502","NUSAP1","_G2M_CHECKPOINT","none","0.00444227708906994","NM_001243142","nA","-",0,0,0.974677552298761,0.693244361427662
"MGA__MAX_dimerization_protein_","hsa_circ_0000591","chr15:41961025-41962156","MGA","_FATTY_ACID_METABOLISM","none","0.999682796773727","NM_001080541","nA","-",0.304884648417694,0.105188252786305,3.2489251743292,0.485271052999363
"MGA__MAX_dimerization_protein_","hsa_circ_0034734","chr15:41988272-41989221","MGA","_UV_RESPONSE_UP","none","0.950590033101069","NM_001080541","nA","-",0,0,0,0.0693244361427662
"MGA__MAX_dimerization_protein_","hsa_circ_0000592","chr15:41988272-41991357","MGA","_G2M_CHECKPOINT","none","0.993954430299651","NM_001080541","nA","+",0.152442324208847,0,0.56856190550761,0.138648872285532
"transmembrane_protein_87A_","hsa_circ_0034803","chr15:42553155-42560230","TMEM87A","_G2M_CHECKPOINT","none","0.0610119555972314","NM_015497","nA","+",0,0,0.731008164224071,0.311959962642448
"StAR_related_lipid_transfer_domain_containing_9_","unknown","chr15:42927053-42931010","STARD9","_G2M_CHECKPOINT","none","nA","NM_020759","nA","-",0,0,0.16244625871646,0
"StAR_related_lipid_transfer_domain_containing_9_","unknown","chr15:42930897-42944790","STARD9","_G2M_CHECKPOINT","none","nA","NM_020759","nA","-",0,0,0.16244625871646,0
"StAR_related_lipid_transfer_domain_containing_9_","unknown","chr15:42957450-42961535","STARD9","_G2M_CHECKPOINT","none","nA","NM_020759","nA","-",0,0,0.16244625871646,0
"tau_tubulin_kinase_2_","hsa_circ_0034861","chr15:43067332-43109295","TTBK2","_UV_RESPONSE_UP","none","0.9999982174389","NM_173500","nA","-",0,0,0,0.138648872285532
"tau_tubulin_kinase_2_","hsa_circ_0003838","chr15:43086841-43109295","TTBK2","_G2M_CHECKPOINT","none","0.629017607477049","NM_173500","nA","+",0,0,0.24366938807469,0.207973308428299
"tau_tubulin_kinase_2_","hsa_circ_0034866","chr15:43086841-43122276","TTBK2","_G2M_CHECKPOINT","none","0.794215459438263","NM_173500","nA","+",0,0,0.16244625871646,0.103986654214149
"tau_tubulin_kinase_2_","hsa_circ_0034867","chr15:43086841-43132631","TTBK2","_UV_RESPONSE_UP","none","0.964904717407605","NM_173500","nA","+",0,0,0,0.138648872285532
"tau_tubulin_kinase_2_","unknown","chr15:43086841-43164956","TTBK2","_UV_RESPONSE_UP","none","nA","NM_173500","nA","+",0,0,0,0.103986654214149
"tau_tubulin_kinase_2_","hsa_circ_0005417","chr15:43102811-43109295","TTBK2","_G2M_CHECKPOINT","none","0.203722672552526","NM_173500","nA","-",0,0,0.32489251743292,0.138648872285532
"tau_tubulin_kinase_2_","hsa_circ_0003334","chr15:43102811-43122276","TTBK2","_G2M_CHECKPOINT","none","0.221767759810743","NM_173500","nA","+",0,0,0.16244625871646,0.0693244361427662
"tau_tubulin_kinase_2_","hsa_circ_0002466","chr15:43102811-43132631","TTBK2","_G2M_CHECKPOINT","none","0.802493011451409","NM_173500","nA","-",0,0,0.24366938807469,0.277297744571065
"tau_tubulin_kinase_2_","hsa_circ_0008319","chr15:43120125-43132631","TTBK2","_FATTY_ACID_METABOLISM","none","0.147272691535344","NM_173500","nA","+",0,0.157782379179458,1.21834694037345,0.866555451784577
"tau_tubulin_kinase_2_","hsa_circ_0000594","chr15:43120125-43164956","TTBK2","_G2M_CHECKPOINT","none","0.571890381551579","NM_173500","nA","+",0,0,0.16244625871646,0.138648872285532
"tau_tubulin_kinase_2_","hsa_circ_0034880","chr15:43164808-43170882","TTBK2","_G2M_CHECKPOINT","none","0.372351123250099","NM_173500","nA","+",0,0,0.40611564679115,0.138648872285532
"ubiquitin_protein_ligase_E3_component_n-recognin_1_","hsa_circ_0008546","chr15:43242459-43258484","UBR1","_G2M_CHECKPOINT","none","0.00620648497765123","NM_174916","nA","+",0.114331743156635,0,0.812231293582301,0
"ubiquitin_protein_ligase_E3_component_n-recognin_1_","hsa_circ_0006273","chr15:43250210-43262805","UBR1","_G2M_CHECKPOINT","none","0.00064878886688419","NM_174916","nA","-",0,0,0.24366938807469,0.0693244361427662
"tubulin_gamma_complex_associated_protein_4_","hsa_circ_0034970","chr15:43690235-43694048","TUBGCP4","_G2M_CHECKPOINT","none","0.586628227719466","NM_014444","nA","-",0.0762211621044236,0,0.16244625871646,0.138648872285532
"tubulin_gamma_complex_associated_protein_4_","hsa_circ_0034972","chr15:43692241-43694048","TUBGCP4","_FATTY_ACID_METABOLISM","none","0.588515025966687","NM_014444","nA","-",0,0.105188252786305,0.48733877614938,0.207973308428299
"NaN","hsa_circ_0034995","chr15:43771594-43773220","unkn","_G2M_CHECKPOINT","none","0.95284161542865","NR_046489","nA","+",0,0,0.32489251743292,0
"protein_disulfide_isomerase_family_A_member_3_","hsa_circ_0002151","chr15:44046021-44048964","PDIA3","_G2M_CHECKPOINT","none","0.642341598672337","NM_005313","nA","-",0,0,0.56856190550761,0.138648872285532
"cancer_susceptibility_4_","hsa_circ_0003829","chr15:44671887-44673174","CASC4","_UV_RESPONSE_UP","none","0.0418271097449973","NM_138423","nA","-",0,0,0,0.0693244361427662
"CTD_small_phosphatase_like_2_","hsa_circ_0007705","chr15:44788577-44789336","CTDSPL2","_UV_RESPONSE_UP","none","0.0141401056902009","NM_016396","nA","+",0,0,0,0.173311090356915
"SPG11__spatacsin_vesicle_trafficking_associated_","hsa_circ_0035073","chr15:44859621-44862856","SPG11","_G2M_CHECKPOINT","none","0.959054411012682","NM_001160227","nA","+",0,0,0.16244625871646,0
"SPG11__spatacsin_vesicle_trafficking_associated_","hsa_circ_0035086","chr15:44884528-44889141","SPG11","_G2M_CHECKPOINT","none","0.975139455572257","NM_001160227","nA","+",0.0762211621044236,0,0.32489251743292,0.103986654214149
"SPG11__spatacsin_vesicle_trafficking_associated_","hsa_circ_0003784","chr15:44907560-44912601","SPG11","_G2M_CHECKPOINT","none","0.104677587806757","NM_001160227","nA","+",0,0,0.24366938807469,0.138648872285532
"SPG11__spatacsin_vesicle_trafficking_associated_","unknown","chr15:44941063-44944464","SPG11","_G2M_CHECKPOINT","none","nA","NM_001160227","nA","+",0,0,0.24366938807469,0
"SECIS_binding_protein_2_like_","hsa_circ_0035184","chr15:49319561-49320879","SECISBP2L","_G2M_CHECKPOINT","none","0.261813836596604","NM_001193489","nA","+",0,0,0.16244625871646,0
"galactokinase_2_","hsa_circ_0008488","chr15:49528047-49531564","GALK2","_GLYCOLYSIS","none","0.0429294945413955","NM_001001556","nA","-",0.266774067365483,0.105188252786305,0.40611564679115,0.485271052999363
"galactokinase_2_","hsa_circ_0035189","chr15:49528047-49584734","GALK2","_GLYCOLYSIS","none","0.957702134985806","NM_001001556","nA","-",0.0762211621044236,0,0,0.0693244361427662
"GA_binding_protein_transcription_factor_subunit_beta_1_","hsa_circ_0002551","chr15:50592985-50593565","GABPB1","_G2M_CHECKPOINT","none","0.331822622713689","NM_005254","nA","-",0.0762211621044236,0,1.70568571652283,0.693244361427662
"GA_binding_protein_transcription_factor_subunit_beta_1_","hsa_circ_0007983","chr15:50592985-50596330","GABPB1","_G2M_CHECKPOINT","none","0.887657222577609","NM_005254","nA","-",0,0,0.64978503486584,0.138648872285532
"GA_binding_protein_transcription_factor_subunit_beta_1_","hsa_circ_0003501","chr15:50592985-50601995","GABPB1","_G2M_CHECKPOINT","none","0.991354680945326","NM_005254","nA","+",0,0,0.974677552298761,0.207973308428299
"ubiquitin_specific_peptidase_8_","hsa_circ_0035214","chr15:50741596-50751359","USP8","_COMPLEMENT","none","0.0734692950601394","NM_001128610","nA","+",0,0,0.32489251743292,0.0693244361427662
"ubiquitin_specific_peptidase_50_","hsa_circ_0035222","chr15:50821993-50831048","USP50","_COMPLEMENT","none","0.00384149281814","NM_203494","nA","+",0,0,0.16244625871646,0
"transient_receptor_potential_cation_channel_subfamily_M_member_7_","hsa_circ_0008693","chr15:50867048-50867986","TRPM7","_COMPLEMENT","none","0.0727404859951352","NM_017672","nA","+",0,0,0.16244625871646,0.0693244361427662
"transient_receptor_potential_cation_channel_subfamily_M_member_7_","hsa_circ_0035249","chr15:50923613-50955243","TRPM7","_COMPLEMENT","none","0.999384026233436","NM_017672","nA","+",0.0762211621044236,0,0.16244625871646,0.0693244361427662
"transient_receptor_potential_cation_channel_subfamily_M_member_7_","unknown","chr15:50926578-50931745","TRPM7","_GLYCOLYSIS","none","nA","NM_017672","nA","+",0,0,0,0.0693244361427662
"transient_receptor_potential_cation_channel_subfamily_M_member_7_","hsa_circ_0004951","chr15:50935536-50955243","TRPM7","_COMPLEMENT","none","0.420175245708629","NM_017672","nA","-",0,0,0.40611564679115,0.277297744571065
"transient_receptor_potential_cation_channel_subfamily_M_member_7_","hsa_circ_0007775","chr15:50940883-50955243","TRPM7","_COMPLEMENT","none","0.00460796672214612","NM_017672","nA","-",0.114331743156635,0,0.56856190550761,0.242635526499682
"adaptor_related_protein_complex_4_subunit_epsilon_1_","hsa_circ_0004633","chr15:51250688-51260574","AP4E1","_GLYCOLYSIS","none","0.383982193042387","NM_001252127","nA","-",0,0,0,0.0693244361427662
"Dmx_like_2_","hsa_circ_0035277","chr15:51743841-51747425","DMXL2","_INTERFERON_GAMMA_RESPONSE","none","0.0223142856421933","NM_001174116","nA","-",0,0,0.24366938807469,0.138648872285532
"tropomodulin_2_","hsa_circ_0005566","chr15:52073240-52075025","TMOD2","_INTERFERON_GAMMA_RESPONSE","none","0.760629410344355","NM_001142885","nA","-",0,0,0.48733877614938,0
"family_with_sequence_similarity_214_member_A_","unknown","chr15:52876941-52885933","FAM214A","_GLYCOLYSIS","none","nA","NM_019600","nA","-",0,0,0,0.138648872285532
"RAB27A__member_RAS_oncogene_family_","hsa_circ_0003863","chr15:55516086-55527154","RAB27A","_UV_RESPONSE_UP","none","0.740750996979371","NM_183234","nA","+",0,0,0.32489251743292,0.0693244361427662
"transcription_factor_12_","hsa_circ_0006380","chr15:57523349-57526305","TCF12","_UV_RESPONSE_UP","none","0.562361425318532","NM_003205","nA","-",0,0,0.40611564679115,0.138648872285532
"ADAM_metallopeptidase_domain_10_","hsa_circ_0005678","chr15:58913669-58936177","ADAM10","_PROTEIN_SECRETION","none","0.97923314133807","NM_001110","nA","-",0.0762211621044236,0,0,0.173311090356915
"SAFB_like_transcription_modulator_","hsa_circ_0000604","chr15:59179173-59179739","SLTM","_PROTEIN_SECRETION","none","0.114441859546915","NM_001013843","nA","-",0,0,0.16244625871646,0.138648872285532
"SAFB_like_transcription_modulator_","hsa_circ_0003713","chr15:59204761-59205895","SLTM","_PROTEIN_SECRETION","none","0.01169528964719","NM_001013843","nA","+",0.114331743156635,0.105188252786305,0.974677552298761,0.173311090356915
"SAFB_like_transcription_modulator_","hsa_circ_0000605","chr15:59204761-59209198","SLTM","_PROTEIN_SECRETION","none","0.0446242400958066","NM_001013843","nA","+",0.228663486313271,0.210376505572611,3.41137143304566,1.42115094092671
"vacuolar_protein_sorting_13_homolog_C_","hsa_circ_0000607","chr15:62299506-62306191","VPS13C","_PROTEIN_SECRETION","none","0.690349761899021","NM_017684","nA","-",0.304884648417694,0.157782379179458,1.94935510459752,0.55459548914213
"vacuolar_protein_sorting_13_homolog_C_","hsa_circ_0000608","chr15:62312677-62336454","VPS13C","_HYPOXIA","none","0.0741363672784868","NM_017684","nA","-",0.152442324208847,0,0.24366938807469,0
"vacuolar_protein_sorting_13_homolog_C_","hsa_circ_0005761","chr15:62325639-62336454","VPS13C","_HYPOXIA","none","0.0544531948493843","NM_017684","nA","-",0,0,0.974677552298761,0.138648872285532
"ubiquitin_specific_peptidase_3_","hsa_circ_0008104","chr15:63821212-63829355","USP3","_HYPOXIA","none","0.00730653599633356","NM_001256702","nA","+",0,0,0.24366938807469,0.207973308428299
"ubiquitin_specific_peptidase_3_","hsa_circ_0007349","chr15:63821212-63855207","USP3","_HYPOXIA","none","0.77188281629774","NM_001256702","nA","-",0,0,0.16244625871646,0.0693244361427662
"ubiquitin_specific_peptidase_3_","hsa_circ_0000612","chr15:63824845-63829355","USP3","_HYPOXIA","none","0.0485043448716131","NM_001256702","nA","+",0,0,0.24366938807469,0.138648872285532
"ubiquitin_specific_peptidase_3_","hsa_circ_0002138","chr15:63824845-63855207","USP3","_HYPOXIA","none","0.493888867322222","NM_001256702","nA","-",0,0,0.16244625871646,0.173311090356915
"ubiquitin_specific_peptidase_3_","hsa_circ_0000613","chr15:63845913-63852169","USP3","_HYPOXIA","none","0.0344784959438494","NM_001256702","nA","-",0,0,0.16244625871646,0.0693244361427662
"ubiquitin_specific_peptidase_3_","hsa_circ_0008153","chr15:63845913-63855207","USP3","_HYPOXIA","none","0.036322881099186","NM_001256702","nA","-",0,0,0.24366938807469,0.173311090356915
"HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1_","hsa_circ_0035796","chr15:63988322-64008672","HERC1","_HYPOXIA","none","0.999622851872342","NM_003922","nA","-",0.190552905261059,0,1.86813197523929,0.381284398785214
"HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1_","hsa_circ_0035801","chr15:63998978-64008672","HERC1","_HYPOXIA","none","0.978716893827036","NM_003922","nA","-",0.0762211621044236,0,0.40611564679115,0
"HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1_","hsa_circ_0035803","chr15:64004973-64008672","HERC1","_HYPOXIA","none","0.965352923374276","NM_003922","nA","-",0,0,0.40611564679115,0
"HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1_","hsa_circ_0035811","chr15:64056294-64067848","HERC1","_HYPOXIA","none","0.998126242822072","NM_003922","nA","+",0,0,0.16244625871646,0
"HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1_","hsa_circ_0007112","chr15:64066892-64067848","HERC1","_HYPOXIA","none","0.996139083834196","NM_003922","nA","+",0,0,1.05590068165699,0
"sorting_nexin_1_","hsa_circ_0000614","chr15:64410315-64411053","SNX1","_HYPOXIA","none","0.000958732586193491","NM_001242933","nA","-",0,0,0.40611564679115,0.103986654214149
"sorting_nexin_1_","hsa_circ_0035818","chr15:64410315-64415745","SNX1","_HYPOXIA","none","0.000956424568226843","NM_001242933","nA","-",0,0,0.974677552298761,0.138648872285532
"PIF1_5'-to-3'_DNA_helicase_","hsa_circ_0002205","chr15:65110144-65111422","PIF1","_MITOTIC_SPINDLE","none","0.929239145150448","NM_025049","nA","+",0,0,0,0.242635526499682
"SPG21__maspardin_","hsa_circ_0004506","chr15:65266939-65273363","SPG21","_HYPOXIA","none","0.0185971744193542","NM_001127889","nA","+",0,0,0.32489251743292,0
"SPG21__maspardin_","hsa_circ_0003526","chr15:65266939-65275931","SPG21","_HYPOXIA","none","0.448907349780822","NM_001127889","nA","+",0.0762211621044236,0,0.731008164224071,0
"SPG21__maspardin_","hsa_circ_0035875","chr15:65273201-65275931","SPG21","_HYPOXIA","none","0.193308194153874","NM_001127889","nA","+",0.0762211621044236,0,0.16244625871646,0
"caseinolytic_mitochondrial_matrix_peptidase_chaperone_subunit_","hsa_circ_0004374","chr15:65471271-65472542","CLPX","_HYPOXIA","none","0.171504140933026","NM_006660","nA","+",0.114331743156635,0,1.05590068165699,0.485271052999363
"dipeptidyl_peptidase_8_","hsa_circ_0035901","chr15:65771217-65772737","DPP8","_MITOTIC_SPINDLE","none","0.0749888041119233","NM_197960","nA","+",0,0,0,0.103986654214149
"DENN_domain_containing_4A_","hsa_circ_0035923","chr15:65959786-65962526","DENND4A","_HYPOXIA","none","0.921479550926403","NM_001144823","nA","+",0,0,0.24366938807469,0.0693244361427662
"DENN_domain_containing_4A_","hsa_circ_0007072","chr15:65994642-65995346","DENND4A","_MITOTIC_SPINDLE","none","0.0145397792974544","NM_001144823","nA","+",0,0,0,0.138648872285532
"DENN_domain_containing_4A_","hsa_circ_0004367","chr15:66015185-66048810","DENND4A","_HYPOXIA","none","0.999997394158105","NM_001144823","nA","+",0,0,0.16244625871646,0.0693244361427662
"DENN_domain_containing_4A_","hsa_circ_0035949","chr15:66030044-66031213","DENND4A","_MITOTIC_SPINDLE","none","0.15220786321629","NM_001144823","nA","+",0,0,0,0.103986654214149
"DENN_domain_containing_4A_","hsa_circ_0035957","chr15:66044716-66053776","DENND4A","_HYPOXIA","none","0.88029768034123","NM_001144823","nA","+",0,0,0.16244625871646,0
"multiple_EGF_like_domains_11_","unknown","chr15:66411423-66420749","MEGF11","_HYPOXIA","none","nA","NM_032445","nA","+",0,0,0.16244625871646,0.0693244361427662
"DIS3_like_exosome_3'-5'_exoribonuclease_","hsa_circ_0035958","chr15:66599161-66601182","DIS3L","_HYPOXIA","none","0.0250728434254623","NM_133375","nA","-",0,0,0.32489251743292,0
"TIMELESS_interacting_protein_","hsa_circ_0008988","chr15:66641397-66641775","TIPIN","_E2F_TARGETS","none","0.0494382372716182","NM_017858","nA","+",0,0,0.16244625871646,0.277297744571065
"mitogen-activated_protein_kinase_kinase_1_","hsa_circ_0008798","chr15:66727364-66729230","MAP2K1","_E2F_TARGETS","none","0.771222567752224","NM_002755","nA","-",0,0,0,0.0693244361427662
"alpha_and_gamma_adaptin_binding_protein_","hsa_circ_0000620","chr15:67524151-67529158","AAGAB","_HYPOXIA","none","0.507476041417727","NM_001271886","nA","+",0.114331743156635,0.105188252786305,1.94935510459752,0.173311090356915
"mitogen-activated_protein_kinase_kinase_5_","hsa_circ_0036026","chr15:67842371-67893087","MAP2K5","_UV_RESPONSE_DN","none","0.212631001832371","NM_002757","nA","-",0,0,0.24366938807469,0
"mitogen-activated_protein_kinase_kinase_5_","hsa_circ_0005498","chr15:67873091-67893087","MAP2K5","_UV_RESPONSE_DN","none","0.286522868712697","NM_002757","nA","-",0,0,0.24366938807469,0
"mitogen-activated_protein_kinase_kinase_5_","hsa_circ_0036036","chr15:67984816-67995746","MAP2K5","_UV_RESPONSE_DN","none","0.0826591405522064","NM_002757","nA","-",0,0,0,0.0693244361427662
"protein_inhibitor_of_activated_STAT_1_","hsa_circ_0036044","chr15:68434283-68457142","PIAS1","_ANDROGEN_RESPONSE","none","0.520854225092538","NM_016166","nA","-",0.0762211621044236,0,0.40611564679115,0.103986654214149
